Station_Name,Mode,Year,Month,Total_Boardings,Total_Alightings
Regent,Metro,2023,10,26550,23140
Regent,Metro,2023,11,27170,23410
Regent,Metro,2023,12,24850,21040
Regent,Metro,2024,1,24410,19970
Regent,Metro,2024,2,29160,25420
Regent,Metro,2024,3,30290,26040
Regent,Metro,2024,4,28560,24350
Regent,Metro,2024,5,31720,27610
Regent,Metro,2024,6,26410,22430
Reservoir,Metro,2023,7,77220,65430
Reservoir,Metro,2023,8,71220,60980
Reservoir,Metro,2023,9,58740,50630
Reservoir,Metro,2023,10,61600,55960
Reservoir,Metro,2023,11,56850,50400
Reservoir,Metro,2023,12,52920,42230
Reservoir,Metro,2024,1,79950,61870
Reservoir,Metro,2024,2,60920,56080
Reservoir,Metro,2024,3,71160,63170
Reservoir,Metro,2024,4,65300,56420
Reservoir,Metro,2024,5,102080,89860
Reservoir,Metro,2024,6,54880,48450
Richmond,Metro,2023,7,877540,874410
Richmond,Metro,2023,8,1084000,1083690
Richmond,Metro,2023,9,921780,931020
Richmond,Metro,2023,10,885190,883020
Richmond,Metro,2023,11,840180,843470
Richmond,Metro,2023,12,765810,770070
Richmond,Metro,2024,1,874900,875980
Richmond,Metro,2024,2,994980,991080
Richmond,Metro,2024,3,1129490,1133630
Richmond,Metro,2024,4,1053310,1055810
Richmond,Metro,2024,5,1193800,1198630
Richmond,Metro,2024,6,951670,960590
Richmond,VLine,2023,7,2130,4740
Richmond,VLine,2023,8,2290,4290
Richmond,VLine,2023,9,2000,4440
Richmond,VLine,2023,10,2310,5120
Richmond,VLine,2023,11,1610,3810
Richmond,VLine,2023,12,1760,3760
Richmond,VLine,2024,1,2890,5780
Richmond,VLine,2024,2,2480,5080
Richmond,VLine,2024,3,3400,6640
Richmond,VLine,2024,4,4170,7620
Richmond,VLine,2024,5,310,890
Richmond,VLine,2024,6,2030,3790
Riddells Creek,VLine,2023,7,4210,4200
Riddells Creek,VLine,2023,8,3010,2930
Riddells Creek,VLine,2023,9,4230,4180
Riddells Creek,VLine,2023,10,4390,4410
Riddells Creek,VLine,2023,11,4270,4090
Riddells Creek,VLine,2023,12,4130,4050
Riddells Creek,VLine,2024,1,3770,3810
Riddells Creek,VLine,2024,2,2720,2690
Riddells Creek,VLine,2024,3,4050,4050
Riddells Creek,VLine,2024,4,4530,4450
Riddells Creek,VLine,2024,5,5240,5150
Riddells Creek,VLine,2024,6,4340,4450
Ringwood East,Metro,2023,7,15170,18110
Ringwood East,Metro,2023,8,14900,16530
Ringwood East,Metro,2023,9,13790,16270
Ringwood East,Metro,2023,10,12650,13830
Ringwood East,Metro,2023,11,15510,16790
Ringwood East,Metro,2023,12,13500,15100
Ringwood East,Metro,2024,1,11120,12920
Ringwood East,Metro,2024,2,26340,30340
Ringwood East,Metro,2024,3,24480,27950
Ringwood East,Metro,2024,4,24260,27820
Ringwood East,Metro,2024,5,20850,23500
Ringwood,Metro,2023,7,148570,133550
Ringwood,Metro,2023,8,118750,110720
Ringwood,Metro,2023,9,135830,121850
Ringwood,Metro,2023,10,147410,135200
Ringwood,Metro,2023,11,142480,127150
Ringwood,Metro,2023,12,151630,135920
Ringwood,Metro,2024,1,133090,116500
Ringwood,Metro,2024,2,160380,144190
Ringwood,Metro,2024,3,151230,133390
Ringwood,Metro,2024,4,151070,134190
Ringwood,Metro,2024,5,165730,149820
Ringwood,Metro,2024,6,146140,131890
Ripponlea,Metro,2023,7,39640,37260
Ripponlea,Metro,2023,8,38000,35300
Ripponlea,Metro,2023,9,27550,24900
Ripponlea,Metro,2023,10,36330,32890
Ripponlea,Metro,2023,11,34140,31040
Ripponlea,Metro,2023,12,32680,29650
Ripponlea,Metro,2024,1,32740,30020
Ripponlea,Metro,2024,2,40710,37980
Ripponlea,Metro,2024,3,38960,35550
Ripponlea,Metro,2024,4,40150,36420
Ripponlea,Metro,2024,5,46350,41110
Ripponlea,Metro,2024,6,35480,31230
Riversdale,Metro,2023,7,9160,8480
Riversdale,Metro,2023,8,12460,10700
Riversdale,Metro,2023,9,8070,6820
Riversdale,Metro,2023,10,11350,10020
Riversdale,Metro,2023,11,9730,8810
Riversdale,Metro,2023,12,5320,4790
Riversdale,Metro,2024,1,4600,3800
Riversdale,Metro,2024,2,11210,10720
Riversdale,Metro,2024,3,10560,10350
Riversdale,Metro,2024,4,8300,7470
Riversdale,Metro,2024,5,11810,11180
Riversdale,Metro,2024,6,8820,8690
Rochester,VLine,2023,7,280,220
Rochester,VLine,2023,8,210,280
Rochester,VLine,2023,9,270,280
Rochester,VLine,2023,10,280,290
Rochester,VLine,2023,11,330,340
Rochester,VLine,2023,12,270,350
Rochester,VLine,2024,1,240,260
Rochester,VLine,2024,2,160,300
Rochester,VLine,2024,3,350,340
Rochester,VLine,2024,4,440,390
Rochester,VLine,2024,5,260,320
Rochester,VLine,2024,6,320,350
Rockbank,VLine,2023,7,24820,26930
Rockbank,VLine,2023,8,18140,18790
Rockbank,VLine,2023,9,23900,25680
Rockbank,VLine,2023,10,26440,29340
Rockbank,VLine,2023,11,26500,29140
Rockbank,VLine,2023,12,22100,23520
Rockbank,VLine,2024,1,22370,24450
Rockbank,VLine,2024,2,26150,30010
Rockbank,VLine,2024,3,28460,31490
Rockbank,VLine,2024,4,28760,31220
Rockbank,VLine,2024,5,34280,37670
Rockbank,VLine,2024,6,28260,30720
Rosanna,Metro,2023,7,39320,35390
Rosanna,Metro,2023,8,48410,40800
Rosanna,Metro,2023,9,41380,35760
Rosanna,Metro,2023,10,33040,30570
Rosanna,Metro,2023,11,41570,38940
Rosanna,Metro,2023,12,12950,11480
Rosanna,Metro,2024,1,35860,32620
Rosanna,Metro,2024,2,40130,37310
Rosanna,Metro,2024,3,47520,44600
Rosanna,Metro,2024,4,43750,39680
Rosanna,Metro,2024,5,44640,40350
Rosanna,Metro,2024,6,42400,38120
Rosedale,VLine,2023,7,20,60
Rosedale,VLine,2023,8,10,50
Rosedale,VLine,2023,9,120,130
Rosedale,VLine,2023,10,60,130
Rosedale,VLine,2023,11,90,110
Rosedale,VLine,2023,12,50,120
Rosedale,VLine,2024,1,150,170
Rosedale,VLine,2024,2,110,200
Rosedale,VLine,2024,3,190,140
Rosedale,VLine,2024,4,150,190
Rosedale,VLine,2024,5,20,10
Rosedale,VLine,2024,6,20,60
Roxburgh Park,Metro,2023,7,38810,40420
Roxburgh Park,Metro,2023,8,45250,47010
Roxburgh Park,Metro,2023,9,38340,39010
Roxburgh Park,Metro,2023,10,39100,39590
Roxburgh Park,Metro,2023,11,38550,39320
Roxburgh Park,Metro,2023,12,36000,36070
Roxburgh Park,Metro,2024,1,32380,33650
Roxburgh Park,Metro,2024,2,41320,42040
Roxburgh Park,Metro,2024,3,43280,44530
Roxburgh Park,Metro,2024,4,40350,41670
Roxburgh Park,Metro,2024,5,46650,49080
Roxburgh Park,Metro,2024,6,35170,37400
Royal Park,Metro,2023,7,19270,25450
Royal Park,Metro,2023,8,20410,26390
Royal Park,Metro,2023,9,25930,33600
Royal Park,Metro,2023,10,21910,28320
Royal Park,Metro,2023,11,21010,28710
Royal Park,Metro,2023,12,21680,30040
Royal Park,Metro,2024,1,26390,36650
Royal Park,Metro,2024,2,23820,31550
Royal Park,Metro,2024,3,26110,34640
Royal Park,Metro,2024,4,25920,34700
Royal Park,Metro,2024,5,24280,32700
Royal Park,Metro,2024,6,20440,26630
Rushall,Metro,2023,7,5500,6230
Rushall,Metro,2023,8,6170,5720
Rushall,Metro,2023,9,5850,6620
Rushall,Metro,2023,10,6040,6460
Rushall,Metro,2023,11,5340,6090
Rushall,Metro,2023,12,4540,5720
Rushall,Metro,2024,1,3710,4280
Rushall,Metro,2024,2,5780,6460
Rushall,Metro,2024,3,6740,7370
Rushall,Metro,2024,4,5980,6000
Rushall,Metro,2024,5,6310,6650
Rushall,Metro,2024,6,5600,5460
Ruthven,Metro,2023,7,16610,14890
Ruthven,Metro,2023,8,19980,16580
Ruthven,Metro,2023,9,20580,18460
Ruthven,Metro,2023,10,22200,19480
Ruthven,Metro,2023,11,21550,19100
Ruthven,Metro,2023,12,20140,18040
Ruthven,Metro,2024,1,13710,12940
Ruthven,Metro,2024,2,28730,25910
Ruthven,Metro,2024,3,30730,28230
Ruthven,Metro,2024,4,29110,25330
Ruthven,Metro,2024,5,22890,20830
Ruthven,Metro,2024,6,25380,22590
Sale,VLine,2023,7,600,660
Sale,VLine,2023,8,1460,1320
Sale,VLine,2023,9,2050,1720
Sale,VLine,2023,10,3140,2620
Sale,VLine,2023,11,2320,1880
Sale,VLine,2023,12,2200,2080
Sale,VLine,2024,1,3260,2980
Sale,VLine,2024,2,2720,2720
Sale,VLine,2024,3,3570,3210
Sale,VLine,2024,4,3900,2940
Sale,VLine,2024,5,340,230
Sale,VLine,2024,6,1850,1680
Sandown Park,Metro,2023,7,25690,24930
Sandown Park,Metro,2023,8,32450,30710
Sandown Park,Metro,2023,9,32450,32310
Sandown Park,Metro,2023,10,31600,29950
Sandown Park,Metro,2023,11,24660,23880
Sandown Park,Metro,2023,12,23600,23380
Sandown Park,Metro,2024,1,24280,24870
Sandown Park,Metro,2024,2,30390,28460
Sandown Park,Metro,2024,3,36320,35510
Sandown Park,Metro,2024,4,32580,31560
Sandown Park,Metro,2024,5,35320,32420
Sandown Park,Metro,2024,6,29050,27100
Sandringham,Metro,2023,7,105470,102650
Sandringham,Metro,2023,8,61040,60360
Sandringham,Metro,2023,9,47730,48230
Sandringham,Metro,2023,10,58990,59920
Sandringham,Metro,2023,11,59630,59740
Sandringham,Metro,2023,12,62350,65600
Sandringham,Metro,2024,1,60980,66110
Sandringham,Metro,2024,2,68050,72300
Sandringham,Metro,2024,3,66680,69580
Sandringham,Metro,2024,4,61360,62940
Sandringham,Metro,2024,5,66370,67380
Sandringham,Metro,2024,6,55850,56220
Seaford,Metro,2023,7,4900,5280
Seaford,Metro,2023,8,23790,23630
Seaford,Metro,2023,9,22750,22770
Seaford,Metro,2023,10,17030,17040
Seaford,Metro,2023,11,19200,19620
Seaford,Metro,2023,12,20420,20250
Seaford,Metro,2024,1,22950,24100
Seaford,Metro,2024,2,25090,25280
Seaford,Metro,2024,3,28250,27430
Seaford,Metro,2024,4,25160,25280
Seaford,Metro,2024,5,18970,19450
Seaford,Metro,2024,6,20960,20670
Seaholme,Metro,2023,7,3250,2900
Seaholme,Metro,2023,8,5100,4810
Seaholme,Metro,2023,9,5120,4980
Seaholme,Metro,2023,10,5160,4680
Seaholme,Metro,2023,11,4800,4280
Seaholme,Metro,2023,12,5220,4840
Seaholme,Metro,2024,1,4970,4980
Seaholme,Metro,2024,2,5630,5700
Seaholme,Metro,2024,3,6290,6140
Seaholme,Metro,2024,4,5930,5720
Seaholme,Metro,2024,5,5940,5330
Seaholme,Metro,2024,6,4940,4910
Seddon,Metro,2023,7,18090,16680
Seddon,Metro,2023,8,29430,26860
Seddon,Metro,2023,9,25330,23810
Seddon,Metro,2023,10,29150,26720
Seddon,Metro,2023,11,27100,25200
Seddon,Metro,2023,12,25310,23450
Seddon,Metro,2024,1,24350,23530
Seddon,Metro,2024,2,31030,29200
Seddon,Metro,2024,3,31280,29390
Seddon,Metro,2024,4,30390,28090
Seddon,Metro,2024,5,30360,27960
Seddon,Metro,2024,6,27440,25940
Seymour,VLine,2023,7,11880,8620
Seymour,VLine,2023,8,8820,6760
Seymour,VLine,2023,9,9530,7540
Seymour,VLine,2023,10,12550,7330
Seymour,VLine,2023,11,3450,2300
Seymour,VLine,2023,12,11080,8540
Seymour,VLine,2024,1,10020,7450
Seymour,VLine,2024,2,10700,7770
Seymour,VLine,2024,3,6870,4240
Seymour,VLine,2024,4,14760,9100
Seymour,VLine,2024,5,13940,9270
Seymour,VLine,2024,6,11710,8290
Shepparton,VLine,2023,7,8870,7430
Shepparton,VLine,2023,8,5740,5140
Shepparton,VLine,2023,9,8390,6930
Shepparton,VLine,2023,11,1220,1310
Shepparton,VLine,2023,12,10370,8200
Shepparton,VLine,2024,1,8500,7880
Shepparton,VLine,2024,2,7990,6980
Shepparton,VLine,2024,3,2100,1720
Shepparton,VLine,2024,4,4490,4180
Shepparton,VLine,2024,5,8830,7570
Shepparton,VLine,2024,6,7760,6800
Sherwood Park,VLine,2023,7,200,220
Sherwood Park,VLine,2023,8,170,200
Sherwood Park,VLine,2023,9,120,190
Sherwood Park,VLine,2023,10,130,420
Sherwood Park,VLine,2023,11,50,220
Sherwood Park,VLine,2023,12,260,490
Sherwood Park,VLine,2024,1,150,460
Sherwood Park,VLine,2024,2,60,210
Sherwood Park,VLine,2024,3,250,730
Sherwood Park,VLine,2024,4,190,250
Sherwood Park,VLine,2024,5,200,330
Sherwood Park,VLine,2024,6,120,200
Showgrounds,Metro,2023,7,2060,2630
Showgrounds,Metro,2023,8,1870,2850
Showgrounds,Metro,2023,9,102080,128560
Showgrounds,Metro,2023,10,5830,6610
Showgrounds,Metro,2023,11,3350,5810
Showgrounds,Metro,2023,12,1490,2150
Showgrounds,Metro,2024,1,900,980
Showgrounds,Metro,2024,2,1330,1620
Showgrounds,Metro,2024,4,7300,8520
Showgrounds,Metro,2024,5,440,630
Showgrounds,Metro,2024,6,3580,4680
Somerville,Metro,2023,7,0,0
Somerville,Metro,2023,8,170,190
Somerville,Metro,2023,9,150,210
Somerville,Metro,2023,10,80,140
Somerville,Metro,2023,11,100,130
Somerville,Metro,2023,12,210,280
Somerville,Metro,2024,1,100,200
Somerville,Metro,2024,2,160,360
Somerville,Metro,2024,3,160,230
Somerville,Metro,2024,4,320,330
Somerville,Metro,2024,5,160,130
Somerville,Metro,2024,6,120,140
South Geelong,VLine,2023,7,30160,31860
South Geelong,VLine,2023,8,25950,27850
South Geelong,VLine,2023,9,19330,20380
South Geelong,VLine,2023,10,28190,28760
South Geelong,VLine,2023,11,15500,15830
South Geelong,VLine,2023,12,23930,25140
South Geelong,VLine,2024,1,28460,29320
South Geelong,VLine,2024,2,18080,18400
South Geelong,VLine,2024,3,31220,34920
South Geelong,VLine,2024,4,21760,23060
South Geelong,VLine,2024,5,24250,25690
South Geelong,VLine,2024,6,12550,13120
South Kensington,Metro,2023,7,13920,12270
South Kensington,Metro,2023,8,21870,18350
South Kensington,Metro,2023,9,19800,17290
South Kensington,Metro,2023,10,20870,18310
South Kensington,Metro,2023,11,20070,18470
South Kensington,Metro,2023,12,19100,17430
South Kensington,Metro,2024,1,19840,18020
South Kensington,Metro,2024,2,22780,19870
South Kensington,Metro,2024,3,23160,19650
South Kensington,Metro,2024,4,21620,18890
South Kensington,Metro,2024,5,22280,18900
South Kensington,Metro,2024,6,20840,17460
South Morang,Metro,2023,7,35370,34620
South Morang,Metro,2023,8,42570,38730
South Morang,Metro,2023,9,44480,39960
South Morang,Metro,2023,10,43200,41810
South Morang,Metro,2023,11,43230,40390
South Morang,Metro,2023,12,41660,36890
South Morang,Metro,2024,1,26920,23720
South Morang,Metro,2024,2,41980,40260
South Morang,Metro,2024,3,50600,46260
South Morang,Metro,2024,4,45710,42820
South Morang,Metro,2024,5,40850,39240
South Morang,Metro,2024,6,43790,40910
South Yarra,Metro,2023,7,298760,287200
South Yarra,Metro,2023,8,355180,346180
South Yarra,Metro,2023,9,303010,293950
South Yarra,Metro,2023,10,343410,328250
South Yarra,Metro,2023,11,311580,301410
South Yarra,Metro,2023,12,276510,271600
South Yarra,Metro,2024,1,281760,273900
South Yarra,Metro,2024,2,356360,347400
South Yarra,Metro,2024,3,381350,367220
South Yarra,Metro,2024,4,342990,334170
South Yarra,Metro,2024,5,382710,374210
South Yarra,Metro,2024,6,330910,324460
Southern Cross,Metro,2023,7,1466170,1377700
Southern Cross,Metro,2023,8,1687210,1622450
Southern Cross,Metro,2023,9,1529080,1468080
Southern Cross,Metro,2023,10,1586300,1541550
Southern Cross,Metro,2023,11,1602560,1558170
Southern Cross,Metro,2023,12,1392520,1363140
Southern Cross,Metro,2024,1,1423500,1359800
Southern Cross,Metro,2024,2,1695160,1632790
Southern Cross,Metro,2024,3,1848430,1776340
Southern Cross,Metro,2024,4,1736020,1666760
Southern Cross,Metro,2024,5,1928730,1858010
Southern Cross,Metro,2024,6,1629780,1558090
Southern Cross,VLine,2023,7,564620,568910
Southern Cross,VLine,2023,8,452480,443870
Southern Cross,VLine,2023,9,578830,569030
Southern Cross,VLine,2023,10,610080,581730
Southern Cross,VLine,2023,11,575280,553310
Southern Cross,VLine,2023,12,580680,569290
Southern Cross,VLine,2024,1,606300,578550
Southern Cross,VLine,2024,2,583730,549640
Southern Cross,VLine,2024,3,683560,658000
Southern Cross,VLine,2024,4,674360,650470
Southern Cross,VLine,2024,5,716790,705570
Southern Cross,VLine,2024,6,611240,603030
Southland,Metro,2023,7,14820,19890
Southland,Metro,2023,8,35340,49460
Southland,Metro,2023,9,35330,49550
Southland,Metro,2023,10,30650,43040
Southland,Metro,2023,11,30830,43380
Southland,Metro,2023,12,40130,56880
Southland,Metro,2024,1,36850,52590
Southland,Metro,2024,2,33540,48050
Southland,Metro,2024,3,36480,51830
Southland,Metro,2024,4,36530,50530
Southland,Metro,2024,5,34650,50020
Southland,Metro,2024,6,29600,43470
Spotswood,Metro,2023,7,13100,14270
Spotswood,Metro,2023,8,20210,20790
Spotswood,Metro,2023,9,19580,20340
Spotswood,Metro,2023,10,19970,21210
Spotswood,Metro,2023,11,18120,18980
Spotswood,Metro,2023,12,19250,22160
Spotswood,Metro,2024,1,19550,22750
Spotswood,Metro,2024,2,22100,24560
Spotswood,Metro,2024,3,23040,25460
Spotswood,Metro,2024,4,24680,27480
Spotswood,Metro,2024,5,21760,22760
Spotswood,Metro,2024,6,23840,26210
Springhurst,VLine,2023,7,60,50
Springhurst,VLine,2023,8,90,30
Springhurst,VLine,2023,9,160,160
Springhurst,VLine,2023,10,60,160
Springhurst,VLine,2023,11,80,130
Springhurst,VLine,2023,12,100,110
Springhurst,VLine,2024,1,180,200
Springhurst,VLine,2024,2,50,60
Springhurst,VLine,2024,3,180,290
Springhurst,VLine,2024,4,120,100
Springhurst,VLine,2024,5,80,110
Springhurst,VLine,2024,6,130,110
Springvale,Metro,2023,7,113200,98380
Springvale,Metro,2023,8,123910,108190
Springvale,Metro,2023,9,122670,103990
Springvale,Metro,2023,10,126640,106760
Springvale,Metro,2023,11,109860,87970
Springvale,Metro,2023,12,107090,85180
Springvale,Metro,2024,1,107310,89450
Springvale,Metro,2024,2,119890,103320
Springvale,Metro,2024,3,136700,117920
Springvale,Metro,2024,4,126560,108150
Springvale,Metro,2024,5,121690,103240
Springvale,Metro,2024,6,115420,96550
St Albans,Metro,2023,7,73010,58770
St Albans,Metro,2023,8,88980,72590
St Albans,Metro,2023,9,85200,70250
St Albans,Metro,2023,10,90600,77210
St Albans,Metro,2023,11,83000,69790
St Albans,Metro,2023,12,76860,63970
St Albans,Metro,2024,1,78390,65570
St Albans,Metro,2024,2,78980,71760
St Albans,Metro,2024,3,83360,75580
St Albans,Metro,2024,4,75780,68680
St Albans,Metro,2024,5,88550,81360
St Albans,Metro,2024,6,80680,71510
Stony Point,Metro,2023,7,0,0
Stony Point,Metro,2023,8,240,110
Stony Point,Metro,2023,9,280,280
Stony Point,Metro,2023,10,160,70
Stony Point,Metro,2023,11,460,190
Stony Point,Metro,2023,12,420,350
Stony Point,Metro,2024,1,650,490
Stony Point,Metro,2024,2,340,250
Stony Point,Metro,2024,3,370,300
Stony Point,Metro,2024,4,270,260
Stony Point,Metro,2024,5,170,80
Stony Point,Metro,2024,6,130,140
Stratford,VLine,2023,7,40,150
Stratford,VLine,2023,8,120,130
Stratford,VLine,2023,9,210,260
Stratford,VLine,2023,10,280,260
Stratford,VLine,2023,11,240,260
Stratford,VLine,2023,12,360,230
Stratford,VLine,2024,1,410,510
Stratford,VLine,2024,2,270,330
Stratford,VLine,2024,3,330,320
Stratford,VLine,2024,4,540,430
Stratford,VLine,2024,5,30,40
Stratford,VLine,2024,6,190,180
Strathmore,Metro,2023,7,21750,20080
Strathmore,Metro,2023,8,24990,22900
Strathmore,Metro,2023,9,20980,18830
Strathmore,Metro,2023,10,22350,19960
Strathmore,Metro,2023,11,21600,19270
Strathmore,Metro,2023,12,18520,16420
Strathmore,Metro,2024,1,15480,14840
Strathmore,Metro,2024,2,23450,21260
Strathmore,Metro,2024,3,24460,21650
Strathmore,Metro,2024,4,22420,20670
Strathmore,Metro,2024,5,26570,24650
Strathmore,Metro,2024,6,21120,19040
Sunbury,Metro,2023,7,33410,37370
Sunbury,Metro,2023,8,52120,54340
Sunbury,Metro,2023,9,36470,36840
Sunbury,Metro,2023,10,37200,38310
Sunbury,Metro,2023,11,34030,34670
Sunbury,Metro,2023,12,36370,36410
Sunbury,Metro,2024,1,33660,35350
Sunbury,Metro,2024,2,45350,45910
Sunbury,Metro,2024,3,43680,44110
Sunbury,Metro,2024,4,37350,37830
Sunbury,Metro,2024,5,40470,42490
Sunbury,Metro,2024,6,34950,37610
Sunbury,VLine,2023,7,22780,21150
Sunbury,VLine,2023,8,24660,23730
Sunbury,VLine,2023,9,18940,17110
Sunbury,VLine,2023,10,19480,18230
Sunbury,VLine,2023,11,19360,18550
Sunbury,VLine,2023,12,18310,18070
Sunbury,VLine,2024,1,17340,17330
Sunbury,VLine,2024,2,12330,12850
Sunbury,VLine,2024,3,19030,18620
Sunbury,VLine,2024,4,19550,19580
Sunbury,VLine,2024,5,22450,21310
Sunbury,VLine,2024,6,20390,19450
Sunshine,Metro,2023,7,118720,103420
Sunshine,Metro,2023,8,132510,119100
Sunshine,Metro,2023,9,118140,105370
Sunshine,Metro,2023,10,123140,116260
Sunshine,Metro,2023,11,118760,114640
Sunshine,Metro,2023,12,112290,99830
Sunshine,Metro,2024,1,109050,99220
Sunshine,Metro,2024,2,129580,114940
Sunshine,Metro,2024,3,132620,124280
Sunshine,Metro,2024,4,116580,108610
Sunshine,Metro,2024,5,129620,125360
Sunshine,Metro,2024,6,120210,109190
Sunshine,VLine,2023,7,37490,30980
Sunshine,VLine,2023,8,32620,26160
Sunshine,VLine,2023,9,41510,32670
Sunshine,VLine,2023,10,45500,37540
Sunshine,VLine,2023,11,42170,35470
Sunshine,VLine,2023,12,38880,30120
Sunshine,VLine,2024,1,41120,31240
Sunshine,VLine,2024,2,47610,35650
Sunshine,VLine,2024,3,45970,36950
Sunshine,VLine,2024,4,36260,35180
Sunshine,VLine,2024,5,44570,42030
Sunshine,VLine,2024,6,42990,37640
Swan Hill,VLine,2023,7,3890,3240
Swan Hill,VLine,2023,8,3330,2900
Swan Hill,VLine,2023,9,4050,3620
Swan Hill,VLine,2023,10,4110,3820
Swan Hill,VLine,2023,11,4080,3840
Swan Hill,VLine,2023,12,4870,4140
Swan Hill,VLine,2024,1,4850,4700
Swan Hill,VLine,2024,2,2490,2420
Swan Hill,VLine,2024,3,3790,3520
Swan Hill,VLine,2024,4,5090,4210
Swan Hill,VLine,2024,5,4470,4200
Swan Hill,VLine,2024,6,3970,3860
Syndal,Metro,2023,7,57690,56690
Syndal,Metro,2023,8,61760,60050
Syndal,Metro,2023,9,52480,50590
Syndal,Metro,2023,10,49410,44830
Syndal,Metro,2023,11,52950,51050
Syndal,Metro,2023,12,45640,43890
Syndal,Metro,2024,1,42120,40760
Syndal,Metro,2024,2,57490,53880
Syndal,Metro,2024,3,62900,63640
Syndal,Metro,2024,4,47060,47590
Syndal,Metro,2024,5,62200,63170
Syndal,Metro,2024,6,52010,52830
Talbot,VLine,2023,7,10,20
Talbot,VLine,2023,8,0,0
Talbot,VLine,2023,9,0,0
Talbot,VLine,2023,10,0,10
Talbot,VLine,2023,11,70,20
Talbot,VLine,2023,12,0,20
Talbot,VLine,2024,1,0,0
Talbot,VLine,2024,2,10,0
Talbot,VLine,2024,3,0,10
Talbot,VLine,2024,4,0,70
Talbot,VLine,2024,5,0,50
Talbot,VLine,2024,6,20,10
Tallarook,VLine,2023,7,160,100
Tallarook,VLine,2023,8,50,70
Tallarook,VLine,2023,9,80,100
Tallarook,VLine,2023,10,60,60
Tallarook,VLine,2023,11,10,20
Tallarook,VLine,2023,12,90,90
Tallarook,VLine,2024,1,260,160
Tallarook,VLine,2024,2,90,90
Tallarook,VLine,2024,3,80,170
Tallarook,VLine,2024,4,210,260
Tallarook,VLine,2024,5,100,170
Tallarook,VLine,2024,6,90,120
Tarneit,VLine,2023,7,106100,111060
Tarneit,VLine,2023,8,104670,110940
Tarneit,VLine,2023,9,118590,131450
Tarneit,VLine,2023,10,125270,138930
Tarneit,VLine,2023,11,121220,139440
Tarneit,VLine,2023,12,110280,125780
Tarneit,VLine,2024,1,108180,129020
Tarneit,VLine,2024,2,121810,146880
Tarneit,VLine,2024,3,140980,160510
Tarneit,VLine,2024,4,131210,151390
Tarneit,VLine,2024,5,156140,177090
Tarneit,VLine,2024,6,131970,146280
Tecoma,Metro,2023,7,2820,3250
Tecoma,Metro,2023,8,2610,2970
Tecoma,Metro,2023,9,2700,2790
Tecoma,Metro,2023,10,3290,3520
Tecoma,Metro,2023,11,2720,3100
Tecoma,Metro,2023,12,2630,2940
Tecoma,Metro,2024,1,1890,1870
Tecoma,Metro,2024,2,410,540
Tecoma,Metro,2024,3,550,650
Tecoma,Metro,2024,4,2260,2520
Tecoma,Metro,2024,5,2470,2920
Tecoma,Metro,2024,6,1610,1930
Terang,VLine,2023,7,720,720
Terang,VLine,2023,8,510,750
Terang,VLine,2023,9,490,600
Terang,VLine,2023,10,590,660
Terang,VLine,2023,11,520,680
Terang,VLine,2023,12,640,730
Terang,VLine,2024,1,750,890
Terang,VLine,2024,2,420,420
Terang,VLine,2024,3,790,810
Terang,VLine,2024,4,600,670
Terang,VLine,2024,5,570,530
Terang,VLine,2024,6,280,290
Thomastown,Metro,2023,7,41310,37870
Thomastown,Metro,2023,8,50120,45140
Thomastown,Metro,2023,9,50950,47960
Thomastown,Metro,2023,10,51530,50120
Thomastown,Metro,2023,11,49750,49140
Thomastown,Metro,2023,12,48790,44930
Thomastown,Metro,2024,1,28910,26960
Thomastown,Metro,2024,2,53700,50020
Thomastown,Metro,2024,3,63710,60340
Thomastown,Metro,2024,4,57720,53670
Thomastown,Metro,2024,5,44520,43960
Thomastown,Metro,2024,6,47570,47200
Thornbury,Metro,2023,7,26800,25130
Thornbury,Metro,2023,8,28430,25930
Thornbury,Metro,2023,9,26700,25850
Thornbury,Metro,2023,10,27540,28280
Thornbury,Metro,2023,11,26950,27740
Thornbury,Metro,2023,12,24900,26930
Thornbury,Metro,2024,1,22500,22850
Thornbury,Metro,2024,2,28980,30250
Thornbury,Metro,2024,3,31280,32200
Thornbury,Metro,2024,4,29180,28860
Thornbury,Metro,2024,5,30360,30000
Thornbury,Metro,2024,6,26960,27270
Toorak,Metro,2023,7,5190,4510
Toorak,Metro,2023,8,27290,22250
Toorak,Metro,2023,9,24240,20070
Toorak,Metro,2023,10,27410,23440
Toorak,Metro,2023,11,26290,22280
Toorak,Metro,2023,12,20760,17150
Toorak,Metro,2024,1,19640,17580
Toorak,Metro,2024,2,30910,28790
Toorak,Metro,2024,3,32330,27300
Toorak,Metro,2024,4,28550,24180
Toorak,Metro,2024,5,33730,28680
Toorak,Metro,2024,6,25820,23070
Tooronga,Metro,2023,7,40350,38930
Tooronga,Metro,2023,8,40670,39410
Tooronga,Metro,2023,9,35190,34880
Tooronga,Metro,2023,10,32190,31490
Tooronga,Metro,2023,11,34820,34690
Tooronga,Metro,2023,12,30000,30300
Tooronga,Metro,2024,1,28760,29540
Tooronga,Metro,2024,2,36150,35810
Tooronga,Metro,2024,3,40510,40000
Tooronga,Metro,2024,4,33680,33020
Tooronga,Metro,2024,5,42350,41920
Tooronga,Metro,2024,6,35520,35110
Tottenham,Metro,2023,7,24170,23280
Tottenham,Metro,2023,8,33160,31790
