Station_Name,Mode,Year,Month,Total_Boardings,Total_Alightings
Malvern,Metro,2023,10,52260,58530
Malvern,Metro,2023,11,48040,54800
Malvern,Metro,2023,12,45410,54720
Malvern,Metro,2024,1,47530,56560
Malvern,Metro,2024,2,55710,64280
Malvern,Metro,2024,3,59520,67290
Malvern,Metro,2024,4,55860,63880
Malvern,Metro,2024,5,61420,66040
Malvern,Metro,2024,6,51960,59440
Marshall,VLine,2023,7,14420,13570
Marshall,VLine,2023,8,12810,12290
Marshall,VLine,2023,9,11000,10610
Marshall,VLine,2023,10,14500,13770
Marshall,VLine,2023,11,8270,8130
Marshall,VLine,2023,12,13460,13320
Marshall,VLine,2024,1,14840,15530
Marshall,VLine,2024,2,7940,7160
Marshall,VLine,2024,3,16620,15990
Marshall,VLine,2024,4,11310,10930
Marshall,VLine,2024,5,11970,10890
Marshall,VLine,2024,6,6660,6330
Maryborough,VLine,2023,7,810,750
Maryborough,VLine,2023,8,840,690
Maryborough,VLine,2023,9,430,400
Maryborough,VLine,2023,10,890,900
Maryborough,VLine,2023,11,700,580
Maryborough,VLine,2023,12,950,840
Maryborough,VLine,2024,1,840,790
Maryborough,VLine,2024,2,740,640
Maryborough,VLine,2024,3,930,850
Maryborough,VLine,2024,4,950,860
Maryborough,VLine,2024,5,900,770
Maryborough,VLine,2024,6,550,520
Mckinnon,Metro,2023,7,440,490
Mckinnon,Metro,2023,8,23480,22570
Mckinnon,Metro,2023,9,21040,20380
Mckinnon,Metro,2023,10,23070,21850
Mckinnon,Metro,2023,11,19540,19270
Mckinnon,Metro,2023,12,18160,16650
Mckinnon,Metro,2024,1,19440,18600
Mckinnon,Metro,2024,2,24740,23290
Mckinnon,Metro,2024,3,27890,26880
Mckinnon,Metro,2024,4,25100,24270
Mckinnon,Metro,2024,5,28100,26650
Mckinnon,Metro,2024,6,21150,20350
Melbourne Central,Metro,2023,7,874590,767260
Melbourne Central,Metro,2023,8,986720,880820
Melbourne Central,Metro,2023,9,934940,846300
Melbourne Central,Metro,2023,10,898800,813030
Melbourne Central,Metro,2023,11,839950,746320
Melbourne Central,Metro,2023,12,812480,724160
Melbourne Central,Metro,2024,1,788970,680190
Melbourne Central,Metro,2024,2,938620,811090
Melbourne Central,Metro,2024,3,1158750,1023670
Melbourne Central,Metro,2024,4,1061960,950000
Melbourne Central,Metro,2024,5,1157880,1014250
Melbourne Central,Metro,2024,6,885610,757100
Melton,VLine,2023,7,57860,53570
Melton,VLine,2023,8,46290,42190
Melton,VLine,2023,9,57840,55650
Melton,VLine,2023,10,61120,59830
Melton,VLine,2023,11,58930,57630
Melton,VLine,2023,12,53360,50770
Melton,VLine,2024,1,56360,54020
Melton,VLine,2024,2,61840,62500
Melton,VLine,2024,3,66900,64160
Melton,VLine,2024,4,64320,62000
Melton,VLine,2024,5,75640,70490
Melton,VLine,2024,6,80830,69880
Mentone,Metro,2023,7,24490,8560
Mentone,Metro,2023,8,55780,43320
Mentone,Metro,2023,9,44650,34670
Mentone,Metro,2023,10,38480,29550
Mentone,Metro,2023,11,49160,39680
Mentone,Metro,2023,12,43310,32370
Mentone,Metro,2024,1,43150,34780
Mentone,Metro,2024,2,67830,54760
Mentone,Metro,2024,3,66380,54270
Mentone,Metro,2024,4,52570,44290
Mentone,Metro,2024,5,75320,62080
Mentone,Metro,2024,6,54370,44460
Merinda Park,Metro,2023,7,40930,40860
Merinda Park,Metro,2023,8,46480,46590
Merinda Park,Metro,2023,9,41970,41380
Merinda Park,Metro,2023,10,36560,36200
Merinda Park,Metro,2023,11,29990,29880
Merinda Park,Metro,2023,12,31040,31870
Merinda Park,Metro,2024,1,32210,32630
Merinda Park,Metro,2024,2,40230,39230
Merinda Park,Metro,2024,3,48120,47150
Merinda Park,Metro,2024,4,44260,44650
Merinda Park,Metro,2024,5,50270,50580
Merinda Park,Metro,2024,6,42250,41140
Merlynston,Metro,2023,7,17130,15370
Merlynston,Metro,2023,8,20040,17380
Merlynston,Metro,2023,9,19710,17230
Merlynston,Metro,2023,10,19950,18120
Merlynston,Metro,2023,11,18590,16940
Merlynston,Metro,2023,12,17810,15800
Merlynston,Metro,2024,1,18310,16930
Merlynston,Metro,2024,2,21090,20160
Merlynston,Metro,2024,3,23040,21370
Merlynston,Metro,2024,4,20150,17610
Merlynston,Metro,2024,5,24490,21980
Merlynston,Metro,2024,6,20410,18790
Mernda,Metro,2023,7,53190,42870
Mernda,Metro,2023,8,60840,46360
Mernda,Metro,2023,9,60010,45330
Mernda,Metro,2023,10,59850,48770
Mernda,Metro,2023,11,58940,45680
Mernda,Metro,2023,12,52990,40420
Mernda,Metro,2024,1,36850,27450
Mernda,Metro,2024,2,62190,49340
Mernda,Metro,2024,3,66760,53630
Mernda,Metro,2024,4,60530,48460
Mernda,Metro,2024,5,59620,46560
Mernda,Metro,2024,6,58770,46850
Merri,Metro,2023,7,7630,8150
Merri,Metro,2023,8,9040,9070
Merri,Metro,2023,9,7290,8090
Merri,Metro,2023,10,8100,8940
Merri,Metro,2023,11,7450,8740
Merri,Metro,2023,12,6640,8260
Merri,Metro,2024,1,5110,5690
Merri,Metro,2024,2,9060,9950
Merri,Metro,2024,3,9440,10250
Merri,Metro,2024,4,8430,8830
Merri,Metro,2024,5,9080,9390
Merri,Metro,2024,6,7950,7760
Middle Brighton,Metro,2023,7,44220,54470
Middle Brighton,Metro,2023,8,40410,45130
Middle Brighton,Metro,2023,9,31670,35080
Middle Brighton,Metro,2023,10,38050,42650
Middle Brighton,Metro,2023,11,39600,43180
Middle Brighton,Metro,2023,12,41810,48900
Middle Brighton,Metro,2024,1,40780,47820
Middle Brighton,Metro,2024,2,45750,50610
Middle Brighton,Metro,2024,3,43630,48880
Middle Brighton,Metro,2024,4,40490,45380
Middle Brighton,Metro,2024,5,42900,48200
Middle Brighton,Metro,2024,6,35530,41880
Middle Footscray,Metro,2023,7,11500,11700
Middle Footscray,Metro,2023,8,14850,14170
Middle Footscray,Metro,2023,9,13660,14340
Middle Footscray,Metro,2023,10,14920,14730
Middle Footscray,Metro,2023,11,13330,13530
Middle Footscray,Metro,2023,12,13400,13570
Middle Footscray,Metro,2024,1,13340,14240
Middle Footscray,Metro,2024,2,15410,15500
Middle Footscray,Metro,2024,3,14570,14420
Middle Footscray,Metro,2024,4,13640,13860
Middle Footscray,Metro,2024,5,16300,16960
Middle Footscray,Metro,2024,6,13680,13680
Middle Gorge,Metro,2023,7,13390,12690
Middle Gorge,Metro,2023,8,17690,15130
Middle Gorge,Metro,2023,9,14440,13530
Middle Gorge,Metro,2023,10,16720,15290
Middle Gorge,Metro,2023,11,15060,14310
Middle Gorge,Metro,2023,12,11460,10390
Middle Gorge,Metro,2024,1,6490,6390
Middle Gorge,Metro,2024,2,17330,15810
Middle Gorge,Metro,2024,3,18190,17130
Middle Gorge,Metro,2024,4,15030,14250
Middle Gorge,Metro,2024,5,18490,17260
Middle Gorge,Metro,2024,6,16820,14970
Mitcham,Metro,2023,7,67640,61110
Mitcham,Metro,2023,8,61820,55950
Mitcham,Metro,2023,9,59360,52380
Mitcham,Metro,2023,10,70020,59910
Mitcham,Metro,2023,11,67640,57370
Mitcham,Metro,2023,12,63890,52900
Mitcham,Metro,2024,1,58250,50140
Mitcham,Metro,2024,2,68340,60810
Mitcham,Metro,2024,3,65170,57620
Mitcham,Metro,2024,4,72860,63130
Mitcham,Metro,2024,5,78470,73200
Mitcham,Metro,2024,6,58480,53230
Moe,VLine,2023,7,7820,6190
Moe,VLine,2023,8,5880,4220
Moe,VLine,2023,9,6040,4660
Moe,VLine,2023,10,9170,6950
Moe,VLine,2023,11,7280,5250
Moe,VLine,2023,12,5530,4230
Moe,VLine,2024,1,8120,6520
Moe,VLine,2024,2,9260,6660
Moe,VLine,2024,3,9910,7420
Moe,VLine,2024,4,9760,6910
Moe,VLine,2024,5,1100,840
Moe,VLine,2024,6,5030,3910
Montmorency,Metro,2023,7,12450,11710
Montmorency,Metro,2023,8,13970,12880
Montmorency,Metro,2023,9,14280,13010
Montmorency,Metro,2023,10,11550,10690
Montmorency,Metro,2023,11,14780,13950
Montmorency,Metro,2023,12,5150,4710
Montmorency,Metro,2024,1,12290,11360
Montmorency,Metro,2024,2,14980,14320
Montmorency,Metro,2024,3,18120,17080
Montmorency,Metro,2024,4,16940,15860
Montmorency,Metro,2024,5,17850,16790
Montmorency,Metro,2024,6,15960,14780
Moonee Ponds,Metro,2023,7,59190,68030
Moonee Ponds,Metro,2023,8,63970,73700
Moonee Ponds,Metro,2023,9,58130,63730
Moonee Ponds,Metro,2023,10,62010,71400
Moonee Ponds,Metro,2023,11,61290,69920
Moonee Ponds,Metro,2023,12,60060,70130
Moonee Ponds,Metro,2024,1,51970,62310
Moonee Ponds,Metro,2024,2,64520,73070
Moonee Ponds,Metro,2024,3,63320,71050
Moonee Ponds,Metro,2024,4,61820,70400
Moonee Ponds,Metro,2024,5,68530,77510
Moonee Ponds,Metro,2024,6,57790,65560
Moorabbin,Metro,2023,7,44560,51370
Moorabbin,Metro,2023,8,33430,39470
Moorabbin,Metro,2023,9,33840,38160
Moorabbin,Metro,2023,10,40170,49790
Moorabbin,Metro,2023,11,43440,49240
Moorabbin,Metro,2023,12,41130,51250
Moorabbin,Metro,2024,1,30920,36390
Moorabbin,Metro,2024,2,40160,47100
Moorabbin,Metro,2024,3,42610,48260
Moorabbin,Metro,2024,4,37180,44290
Moorabbin,Metro,2024,5,42590,48190
Moorabbin,Metro,2024,6,33020,39450
Mooroolbark,Metro,2023,7,38700,34110
Mooroolbark,Metro,2023,8,36440,31660
Mooroolbark,Metro,2023,9,36830,31290
Mooroolbark,Metro,2023,10,32250,27090
Mooroolbark,Metro,2023,11,39540,33060
Mooroolbark,Metro,2023,12,37590,31590
Mooroolbark,Metro,2024,1,33410,28970
Mooroolbark,Metro,2024,2,43000,38100
Mooroolbark,Metro,2024,3,42320,37170
Mooroolbark,Metro,2024,4,48760,42890
Mooroolbark,Metro,2024,5,43010,37970
Mooroopna,VLine,2023,7,280,550
Mooroopna,VLine,2023,8,280,410
Mooroopna,VLine,2023,9,380,500
Mooroopna,VLine,2023,11,40,40
Mooroopna,VLine,2023,12,380,530
Mooroopna,VLine,2024,1,390,680
Mooroopna,VLine,2024,2,470,810
Mooroopna,VLine,2024,3,80,150
Mooroopna,VLine,2024,4,190,270
Mooroopna,VLine,2024,5,460,620
Mooroopna,VLine,2024,6,300,580
Mordialloc,Metro,2023,7,13630,15570
Mordialloc,Metro,2023,8,41850,47540
Mordialloc,Metro,2023,9,43210,50180
Mordialloc,Metro,2023,10,29290,34260
Mordialloc,Metro,2023,11,37100,44680
Mordialloc,Metro,2023,12,37890,44800
Mordialloc,Metro,2024,1,42840,51050
Mordialloc,Metro,2024,2,48180,56670
Mordialloc,Metro,2024,3,51520,60720
Mordialloc,Metro,2024,4,44370,50770
Mordialloc,Metro,2024,5,53040,60990
Mordialloc,Metro,2024,6,40740,47190
Moreland,Metro,2023,7,17270,17030
Moreland,Metro,2023,8,18930,18730
Moreland,Metro,2023,9,18350,18330
Moreland,Metro,2023,10,18130,19710
Moreland,Metro,2023,11,18550,19380
Moreland,Metro,2023,12,17940,18250
Moreland,Metro,2024,1,18700,19380
Moreland,Metro,2024,2,23460,24800
Moreland,Metro,2024,3,22500,23810
Moreland,Metro,2024,4,19670,21000
Moreland,Metro,2024,5,22180,24160
Moreland,Metro,2024,6,19060,19780
Morradoo,Metro,2023,7,0,0
Morradoo,Metro,2023,8,20,0
Morradoo,Metro,2023,9,90,30
Morradoo,Metro,2023,10,40,10
Morradoo,Metro,2023,11,90,10
Morradoo,Metro,2023,12,140,30
Morradoo,Metro,2024,1,30,10
Morradoo,Metro,2024,2,90,10
Morradoo,Metro,2024,3,140,0
Morradoo,Metro,2024,4,70,30
Morradoo,Metro,2024,5,120,0
Morradoo,Metro,2024,6,130,10
Morwell,VLine,2023,7,7420,6200
Morwell,VLine,2023,8,5050,4460
Morwell,VLine,2023,9,5630,4610
Morwell,VLine,2023,10,8580,7110
Morwell,VLine,2023,11,6960,5570
Morwell,VLine,2023,12,5160,4010
Morwell,VLine,2024,1,7710,6970
Morwell,VLine,2024,2,8010,6880
Morwell,VLine,2024,3,9190,7550
Morwell,VLine,2024,4,8990,7260
Morwell,VLine,2024,5,1140,860
Morwell,VLine,2024,6,4310,3850
Mount Waverley,Metro,2023,7,55030,56190
Mount Waverley,Metro,2023,8,58820,58130
Mount Waverley,Metro,2023,9,49760,50610
Mount Waverley,Metro,2023,10,48830,45530
Mount Waverley,Metro,2023,11,51830,49810
Mount Waverley,Metro,2023,12,43430,44750
Mount Waverley,Metro,2024,1,37330,38740
Mount Waverley,Metro,2024,2,53390,51270
Mount Waverley,Metro,2024,3,59950,59870
Mount Waverley,Metro,2024,4,44310,44420
Mount Waverley,Metro,2024,5,62050,62200
Mount Waverley,Metro,2024,6,50440,50500
Murchison East,VLine,2023,7,700,700
Murchison East,VLine,2023,8,500,500
Murchison East,VLine,2023,9,600,740
Murchison East,VLine,2023,11,90,100
Murchison East,VLine,2023,12,900,910
Murchison East,VLine,2024,1,740,720
Murchison East,VLine,2024,2,690,740
Murchison East,VLine,2024,3,200,190
Murchison East,VLine,2024,4,360,410
Murchison East,VLine,2024,5,780,800
Murchison East,VLine,2024,6,630,610
Murrumbeena,Metro,2023,7,48850,44580
Murrumbeena,Metro,2023,8,64270,55940
Murrumbeena,Metro,2023,9,55800,49800
Murrumbeena,Metro,2023,10,57960,51190
Murrumbeena,Metro,2023,11,49230,42780
Murrumbeena,Metro,2023,12,47030,42140
Murrumbeena,Metro,2024,1,47780,44240
Murrumbeena,Metro,2024,2,54550,47300
Murrumbeena,Metro,2024,3,61880,54100
Murrumbeena,Metro,2024,4,56010,49130
Murrumbeena,Metro,2024,5,55610,47990
Murrumbeena,Metro,2024,6,49910,43440
Nagambie,VLine,2023,7,190,200
Nagambie,VLine,2023,8,110,200
Nagambie,VLine,2023,9,220,260
Nagambie,VLine,2023,11,30,40
Nagambie,VLine,2023,12,300,410
Nagambie,VLine,2024,1,300,380
Nagambie,VLine,2024,2,160,300
Nagambie,VLine,2024,3,90,80
Nagambie,VLine,2024,4,80,110
Nagambie,VLine,2024,5,170,250
Nagambie,VLine,2024,6,260,220
Nar Nar Goon,VLine,2023,7,160,60
Nar Nar Goon,VLine,2023,8,220,110
Nar Nar Goon,VLine,2023,9,240,130
Nar Nar Goon,VLine,2023,10,230,90
Nar Nar Goon,VLine,2023,11,200,30
Nar Nar Goon,VLine,2023,12,110,50
Nar Nar Goon,VLine,2024,1,290,110
Nar Nar Goon,VLine,2024,2,370,200
Nar Nar Goon,VLine,2024,3,390,230
Nar Nar Goon,VLine,2024,4,480,260
Nar Nar Goon,VLine,2024,5,60,40
Nar Nar Goon,VLine,2024,6,570,430
Narre Warren,Metro,2023,7,31570,39670
Narre Warren,Metro,2023,8,35030,43280
Narre Warren,Metro,2023,9,35000,43860
Narre Warren,Metro,2023,10,33590,42260
Narre Warren,Metro,2023,11,25000,32240
Narre Warren,Metro,2024,3,2040,3300
Narre Warren,Metro,2024,4,29660,38330
Narre Warren,Metro,2024,5,27550,34740
Narre Warren,Metro,2024,6,26030,33300
Newmarket,Metro,2023,7,46870,47460
Newmarket,Metro,2023,8,49400,51750
Newmarket,Metro,2023,9,42620,44360
Newmarket,Metro,2023,10,46730,47920
Newmarket,Metro,2023,11,48140,49710
Newmarket,Metro,2023,12,45230,47100
Newmarket,Metro,2024,1,39740,41230
Newmarket,Metro,2024,2,51770,53390
Newmarket,Metro,2024,3,49720,51910
Newmarket,Metro,2024,4,48490,49930
Newmarket,Metro,2024,5,54170,57180
Newmarket,Metro,2024,6,44550,46430
Newport,Metro,2023,7,98030,100570
Newport,Metro,2023,8,126220,115660
Newport,Metro,2023,9,108370,101540
Newport,Metro,2023,10,115750,107810
Newport,Metro,2023,11,115310,107390
Newport,Metro,2023,12,109410,99650
Newport,Metro,2024,1,102340,97880
Newport,Metro,2024,2,119180,112360
Newport,Metro,2024,3,124900,120550
Newport,Metro,2024,4,112760,102780
Newport,Metro,2024,5,117220,108610
Newport,Metro,2024,6,103690,95090
Noble Park,Metro,2023,7,74080,59090
Noble Park,Metro,2023,8,84530,69330
Noble Park,Metro,2023,9,79180,62320
Noble Park,Metro,2023,10,83630,65260
Noble Park,Metro,2023,11,72310,53740
Noble Park,Metro,2023,12,71830,50920
Noble Park,Metro,2024,1,67770,50980
Noble Park,Metro,2024,2,83990,62920
Noble Park,Metro,2024,3,91840,71660
Noble Park,Metro,2024,4,82490,63540
Noble Park,Metro,2024,5,84320,65600
Noble Park,Metro,2024,6,74780,55640
North Brighton,Metro,2023,7,50320,45870
North Brighton,Metro,2023,8,41350,40010
North Brighton,Metro,2023,9,30790,29200
North Brighton,Metro,2023,10,39050,37930
North Brighton,Metro,2023,11,37960,36830
North Brighton,Metro,2023,12,37000,36130
North Brighton,Metro,2024,1,34760,34680
North Brighton,Metro,2024,2,42500,41980
North Brighton,Metro,2024,3,42460,41240
North Brighton,Metro,2024,4,40780,39660
North Brighton,Metro,2024,5,45600,44290
North Brighton,Metro,2024,6,37300,37270
North Geelong,VLine,2023,7,24070,23910
North Geelong,VLine,2023,8,25440,27060
North Geelong,VLine,2023,9,25020,25480
North Geelong,VLine,2023,10,25500,27890
North Geelong,VLine,2023,11,26410,28820
North Geelong,VLine,2023,12,21500,22290
North Geelong,VLine,2024,1,23460,24760
North Geelong,VLine,2024,2,23910,25880
North Geelong,VLine,2024,3,28170,30500
North Geelong,VLine,2024,4,19760,21580
North Geelong,VLine,2024,5,31500,33370
North Geelong,VLine,2024,6,28040,30130
North Melbourne,Metro,2023,7,257260,271860
North Melbourne,Metro,2023,8,332920,359900
North Melbourne,Metro,2023,9,337100,351690
North Melbourne,Metro,2023,10,320260,333830
North Melbourne,Metro,2023,11,326880,329200
North Melbourne,Metro,2023,12,280900,282460
North Melbourne,Metro,2024,1,275830,278680
North Melbourne,Metro,2024,2,347310,360850
North Melbourne,Metro,2024,3,365220,382260
North Melbourne,Metro,2024,4,330890,338160
North Melbourne,Metro,2024,5,373550,388520
North Melbourne,Metro,2024,6,309970,316480
North Melbourne,VLine,2023,7,1680,2870
North Melbourne,VLine,2023,8,1850,2980
North Melbourne,VLine,2023,9,1810,3310
North Melbourne,VLine,2023,10,1760,3690
North Melbourne,VLine,2023,11,380,830
North Melbourne,VLine,2023,12,1330,2360
North Melbourne,VLine,2024,1,1300,2540
North Melbourne,VLine,2024,2,1360,2710
North Melbourne,VLine,2024,3,740,1250
North Melbourne,VLine,2024,4,1730,3300
North Melbourne,VLine,2024,5,2440,4220
North Melbourne,VLine,2024,6,1790,3040
North Richmond,Metro,2023,7,42010,61540
North Richmond,Metro,2023,8,45680,67310
North Richmond,Metro,2023,9,41360,61110
North Richmond,Metro,2023,10,44950,67340
North Richmond,Metro,2023,11,46420,71380
North Richmond,Metro,2023,12,39340,62110
North Richmond,Metro,2024,1,39590,59430
North Richmond,Metro,2024,2,50220,73700
North Richmond,Metro,2024,3,51420,75080
North Richmond,Metro,2024,4,48280,71730
North Richmond,Metro,2024,5,47790,73260
North Richmond,Metro,2024,6,43560,67620
North Shore,VLine,2023,7,4510,3860
North Shore,VLine,2023,8,5050,4210
North Shore,VLine,2023,9,5530,4960
North Shore,VLine,2023,10,5430,4980
North Shore,VLine,2023,11,5950,5300
North Shore,VLine,2023,12,5480,4900
North Shore,VLine,2024,1,6020,5690
North Shore,VLine,2024,2,5300,4690
North Shore,VLine,2024,3,6720,6330
North Shore,VLine,2024,4,4440,3980
North Shore,VLine,2024,5,6830,6000
North Shore,VLine,2024,6,6060,6090
North Williamstown,Metro,2023,7,13930,13060
North Williamstown,Metro,2023,8,21990,20210
North Williamstown,Metro,2023,9,19760,18810
North Williamstown,Metro,2023,10,21670,20680
North Williamstown,Metro,2023,11,19960,18810
North Williamstown,Metro,2023,12,19680,19340
North Williamstown,Metro,2024,1,18970,19050
North Williamstown,Metro,2024,2,21970,21310
North Williamstown,Metro,2024,3,23370,22220
North Williamstown,Metro,2024,4,21440,20260
North Williamstown,Metro,2024,5,21560,20830
North Williamstown,Metro,2024,6,19080,18700
Northcote,Metro,2023,7,17880,22310
Northcote,Metro,2023,8,19560,22510
Northcote,Metro,2023,9,17910,22460
Northcote,Metro,2023,10,20160,26280
Northcote,Metro,2023,11,20110,26270
Northcote,Metro,2023,12,17210,23090
Northcote,Metro,2024,1,14380,18830
Northcote,Metro,2024,2,22640,28650
Northcote,Metro,2024,3,22460,29160
Northcote,Metro,2024,4,20050,26070
Northcote,Metro,2024,5,21890,26980
Northcote,Metro,2024,6,20200,26060
Nunawading,Metro,2023,7,55600,59900
Nunawading,Metro,2023,8,51970,53800
Nunawading,Metro,2023,9,49360,50880
Nunawading,Metro,2023,10,57940,59350
Nunawading,Metro,2023,11,56480,58380
Nunawading,Metro,2023,12,50940,54020
Nunawading,Metro,2024,1,46250,49590
Nunawading,Metro,2024,2,52890,56740
Nunawading,Metro,2024,3,50320,54170
Nunawading,Metro,2024,4,56250,57810
Nunawading,Metro,2024,5,63130,63450
Nunawading,Metro,2024,6,45160,47370
Oak Park,Metro,2023,7,32630,28980
Oak Park,Metro,2023,8,36060,31900
Oak Park,Metro,2023,9,31650,26920
Oak Park,Metro,2023,10,33190,29670
Oak Park,Metro,2023,11,32760,29510
Oak Park,Metro,2023,12,31470,27910
Oak Park,Metro,2024,1,27320,25170
Oak Park,Metro,2024,2,34770,32180
Oak Park,Metro,2024,3,34460,30100
Oak Park,Metro,2024,4,32920,29170
Oak Park,Metro,2024,5,36280,32030
Oak Park,Metro,2024,6,29590,26090
Oakleigh,Metro,2023,7,141910,175880
Oakleigh,Metro,2023,8,137260,163560
Oakleigh,Metro,2023,9,131500,160960
Oakleigh,Metro,2023,10,132850,162500
Oakleigh,Metro,2023,11,113690,138700
Oakleigh,Metro,2023,12,113300,144360
Oakleigh,Metro,2024,1,112770,142200
Oakleigh,Metro,2024,2,125710,154200
Oakleigh,Metro,2024,3,140430,170730
Oakleigh,Metro,2024,4,128430,157220
Oakleigh,Metro,2024,5,124870,152150
Oakleigh,Metro,2024,6,115780,142380
Officer,Metro,2023,7,10840,10850
Officer,Metro,2023,8,13360,13300
Officer,Metro,2023,9,11640,12120
Officer,Metro,2023,10,12050,13090
Officer,Metro,2023,11,9030,9610
Officer,Metro,2023,12,6330,6150
Officer,Metro,2024,1,10260,10350
Officer,Metro,2024,2,14310,13940
Officer,Metro,2024,3,15170,15050
Officer,Metro,2024,4,15000,14950
Officer,Metro,2024,5,9510,9460
Officer,Metro,2024,6,10900,11120
Ormond,Metro,2023,7,780,890
Ormond,Metro,2023,8,36920,38300
Ormond,Metro,2023,9,34650,35580
Ormond,Metro,2023,10,36590,38290
Ormond,Metro,2023,11,34810,35910
Ormond,Metro,2023,12,30670,30300
Ormond,Metro,2024,1,31580,32810
Ormond,Metro,2024,2,39320,41230
Ormond,Metro,2024,3,42300,44690
Ormond,Metro,2024,4,38940,40290
Ormond,Metro,2024,5,43560,45600
Ormond,Metro,2024,6,34000,35220
Pakenham,Metro,2023,7,30800,35410
Pakenham,Metro,2023,8,33920,39570
Pakenham,Metro,2023,9,34320,40920
Pakenham,Metro,2023,10,32320,38540
Pakenham,Metro,2023,11,25260,30020
Pakenham,Metro,2023,12,17680,22370
Pakenham,Metro,2024,1,26560,33120
Pakenham,Metro,2024,2,34300,38730
Pakenham,Metro,2024,3,33830,39700
Pakenham,Metro,2024,4,32790,38630
Pakenham,Metro,2024,5,23030,27260
Pakenham,Metro,2024,6,27620,31830
Pakenham,VLine,2023,7,12230,19870
Pakenham,VLine,2023,8,7330,10440
Pakenham,VLine,2023,9,7990,10800
Pakenham,VLine,2023,10,14000,19190
Pakenham,VLine,2023,11,9210,13700
Pakenham,VLine,2023,12,6730,9710
Pakenham,VLine,2024,1,10230,14660
Pakenham,VLine,2024,2,12340,19230
Pakenham,VLine,2024,3,13570,19740
Pakenham,VLine,2024,4,13040,18540
Pakenham,VLine,2024,5,1470,2080
Pakenham,VLine,2024,6,5170,7790
Parkdale,Metro,2023,7,3600,3350
Parkdale,Metro,2023,8,17970,19570
Parkdale,Metro,2023,9,16010,17290
Parkdale,Metro,2023,10,12000,13400
Parliament,Metro,2023,7,527320,560460
Parliament,Metro,2023,8,609820,655340
Parliament,Metro,2023,9,531010,575710
Parliament,Metro,2023,10,601060,647680
Parliament,Metro,2023,11,572330,609250
Parliament,Metro,2023,12,467640,523460
Parliament,Metro,2024,1,493000,534520
Parliament,Metro,2024,2,628280,667180
Parliament,Metro,2024,3,655400,696450
Parliament,Metro,2024,4,621730,678780
Parliament,Metro,2024,5,698760,739620
Parliament,Metro,2024,6,580680,617620
Pascoe Vale,Metro,2023,7,40230,35690
Pascoe Vale,Metro,2023,8,44570,41480
Pascoe Vale,Metro,2023,9,39380,33780
Pascoe Vale,Metro,2023,10,40610,35750
Pascoe Vale,Metro,2023,11,40190,36190
Pascoe Vale,Metro,2023,12,38100,33670
Pascoe Vale,Metro,2024,1,32870,29180
Pascoe Vale,Metro,2024,2,42370,37930
Pascoe Vale,Metro,2024,3,43730,39690
Pascoe Vale,Metro,2024,4,41610,37080
Pascoe Vale,Metro,2024,5,46400,42170
Pascoe Vale,Metro,2024,6,37110,32390
Patterson,Metro,2023,7,380,460
Patterson,Metro,2023,8,18880,18510
Patterson,Metro,2023,9,16360,15730
Patterson,Metro,2023,10,18190,18020
Patterson,Metro,2023,11,16460,16190
Patterson,Metro,2023,12,13130,12210
Patterson,Metro,2024,1,12810,12610
Patterson,Metro,2024,2,19860,19790
Patterson,Metro,2024,3,21310,20290
Patterson,Metro,2024,4,18790,18230
Patterson,Metro,2024,5,22770,22600
Patterson,Metro,2024,6,16760,16010
Prahran,Metro,2023,7,77490,107710
Prahran,Metro,2023,8,73320,97680
Prahran,Metro,2023,9,52610,70300
Prahran,Metro,2023,10,72940,95870
Prahran,Metro,2023,11,70050,91410
Prahran,Metro,2023,12,68100,90130
Prahran,Metro,2024,1,66550,87200
Prahran,Metro,2024,2,78750,104440
Prahran,Metro,2024,3,79300,101570
Prahran,Metro,2024,4,74470,97540
Prahran,Metro,2024,5,83930,110060
Prahran,Metro,2024,6,70940,94270
Preston,Metro,2023,7,42490,41480
Preston,Metro,2023,8,45500,43790
Preston,Metro,2023,9,43380,41410
Preston,Metro,2023,10,44950,45170
Preston,Metro,2023,11,43530,44090
Preston,Metro,2023,12,41040,37640
Preston,Metro,2024,1,35170,32540
Preston,Metro,2024,2,47600,47010
Preston,Metro,2024,3,52800,51600
Preston,Metro,2024,4,47760,47120
Preston,Metro,2024,5,52060,52580
Preston,Metro,2024,6,44230,44870
Pyramid,VLine,2023,7,100,70
Pyramid,VLine,2023,8,120,30
Pyramid,VLine,2023,9,120,60
Pyramid,VLine,2023,10,90,170
Pyramid,VLine,2023,11,150,60
Pyramid,VLine,2023,12,160,100
Pyramid,VLine,2024,1,130,70
Pyramid,VLine,2024,2,60,80
Pyramid,VLine,2024,3,140,100
Pyramid,VLine,2024,4,180,200
Pyramid,VLine,2024,5,170,60
Pyramid,VLine,2024,6,140,30
Raywood,VLine,2023,7,20,10
Raywood,VLine,2023,8,10,10
Raywood,VLine,2023,9,20,20
Raywood,VLine,2023,10,40,0
Raywood,VLine,2023,11,10,0
Raywood,VLine,2023,12,30,10
Raywood,VLine,2024,1,40,10
Raywood,VLine,2024,2,0,0
Raywood,VLine,2024,3,40,10
Raywood,VLine,2024,4,40,30
Raywood,VLine,2024,5,30,0
Raywood,VLine,2024,6,40,0
Regent,Metro,2023,7,26670,22640
Regent,Metro,2023,8,29010,23050
Regent,Metro,2023,9,25530,21380
